,bch-btc,bch-eur,btc-eur,eth-btc,eth-eur,ltc-btc,ltc-eur,xrp-btc,xrp-eur
2018-04-14 20:17:00.277348,0.092046,597.15,6496.8,0.062922,409.01,0.015847,102.9,8.1e-05,0.52665
2018-04-14 20:17:33.347133,0.092046,597.15,6509.91,0.062922,409.8,0.015847,102.99,8.1e-05,0.52665
2018-04-14 20:18:05.430537,0.092046,597.15,6502.21,0.062922,409.8,0.015847,102.99,8.1e-05,0.52425
2018-04-14 20:18:37.497695,0.092046,597.15,6509.91,0.062932,409.8,0.015847,102.99,8.1e-05,0.52425
2018-04-14 20:19:09.549880,0.092046,597.15,6509.63,0.06293,409.8,0.015847,102.99,8.1e-05,0.52425
2018-04-14 20:19:41.504962,0.092046,597.15,6509.63,0.06293,409.8,0.015847,102.99,8.1e-05,0.52425
2018-04-14 20:20:13.725980,0.092046,597.15,6509.63,0.06293,408.58,0.015847,102.99,8.1e-05,0.52367
2018-04-14 20:20:45.665450,0.092046,597.15,6509.63,0.06295,408.36,0.015847,102.99,8.1e-05,0.52359
2018-04-14 20:21:17.593261,0.09201799999999999,597.15,6509.63,0.06295,408.36,0.015847,102.95,8.1e-05,0.5262100000000001
2018-04-14 20:21:49.511204,0.09201799999999999,597.15,6509.0,0.06295,408.36,0.015847,102.95,8.1e-05,0.5262100000000001
2018-04-14 20:22:21.599620,0.09201799999999999,597.15,6508.18,0.06295,408.36,0.015847,102.95,8.1e-05,0.5262100000000001
2018-04-14 20:22:53.833103,0.09201799999999999,597.15,6508.18,0.06295,408.36,0.015847,102.95,8.1e-05,0.5262100000000001
2018-04-14 20:23:25.954756,0.09201799999999999,597.15,6508.18,0.06295,408.36,0.015847,102.95,8.1e-05,0.5253899999999999
2018-04-14 20:23:58.050849,0.09201799999999999,597.15,6508.18,0.06295,408.36,0.015847,102.95,8.1e-05,0.5253899999999999
2018-04-14 20:24:32.121550,0.09201799999999999,597.15,6504.25,0.06295,408.36,0.015847,103.0,8.1e-05,0.5229199999999999
2018-04-14 20:25:04.137135,0.09201799999999999,597.15,6497.0,0.06295,407.94,0.015847,103.0,8.1e-05,0.5229199999999999
2018-04-14 20:25:36.207619,0.092018,597.15,6508.59,0.06295,408.65,0.015847,103.0,8.1e-05,0.5229199999999999
2018-04-14 20:26:08.266425,0.092018,597.15,6524.51,0.062922,409.08,0.015847,103.0,8.1e-05,0.52751
2018-04-14 20:26:40.417083,0.092018,600.2,6520.32,0.062922,410.0,0.015847,103.0,8.1e-05,0.52927
2018-04-14 20:27:12.402631,0.092018,603.28,6527.9,0.06277,410.73,0.015847,103.0,8.1e-05,0.52927
2018-04-14 20:27:44.452395,0.092018,603.28,6513.41,0.06277999999999999,410.73,0.015847,103.0,8.1e-05,0.52927
2018-04-14 20:28:16.528716,0.092018,603.28,6514.94,0.06282,410.73,0.015847,103.17,8.1e-05,0.5262899999999999
2018-04-14 20:28:48.619375,0.092018,603.28,6514.94,0.06282,410.73,0.015847,103.17,8.1e-05,0.5262899999999999
2018-04-14 20:29:20.659880,0.092018,603.28,6529.29,0.06282,410.73,0.015847,103.17,8.1e-05,0.52737
2018-04-14 20:29:52.687481,0.092018,603.28,6528.17,0.06282,410.73,0.015847,103.21,8.1e-05,0.52737
2018-04-14 20:30:24.773464,0.092018,603.28,6528.17,0.06282,410.93,0.015847,103.27,8.1e-05,0.52888
2018-04-14 20:30:56.844949,0.09201799999999999,603.28,6528.17,0.06282,410.93,0.015847,103.27,8.1e-05,0.52673
2018-04-14 20:31:30.084154,0.09201799999999999,603.28,6528.17,0.06282,410.93,0.015847,103.27,8.1e-05,0.52673
2018-04-14 20:32:02.215842,0.09201799999999999,603.28,6518.48,0.06282,410.93,0.015847,103.27,8.1e-05,0.52673
2018-04-14 20:32:34.223774,0.09201799999999999,603.28,6518.48,0.06282,410.93,0.015847,103.27,8.1e-05,0.52673
2018-04-14 20:33:06.277904,0.09201799999999999,603.28,6518.48,0.06282,410.93,0.015847,103.27,8.1e-05,0.52673
2018-04-14 20:33:38.315468,0.09201799999999999,603.28,6518.48,0.06282,410.93,0.015855,103.27,8.1e-05,0.5274399999999999
2018-04-14 20:34:10.351931,0.09201799999999999,603.28,6528.25,0.06288300000000001,410.6,0.015855,103.27,8.1e-05,0.5274399999999999
2018-04-14 20:34:42.363119,0.09201799999999999,603.28,6528.25,0.06288300000000001,410.6,0.015855,103.27,8.1e-05,0.5274399999999999
2018-04-14 20:35:14.543030,0.092046,603.28,6514.14,0.06288300000000001,410.6,0.015855,103.27,8.1e-05,0.5274399999999999
2018-04-14 20:35:46.693551,0.092046,603.28,6514.14,0.06288300000000001,409.82,0.015855,103.27,8.1e-05,0.5274399999999999
2018-04-14 20:36:19.225800,0.092046,603.28,6531.99,0.06288300000000001,410.6,0.015855,103.27,8.1e-05,0.5274399999999999
2018-04-14 20:36:51.133978,0.092046,603.28,6531.99,0.06288300000000001,410.92,0.015855,103.27,8.1e-05,0.5274399999999999
2018-04-14 20:37:23.191381,0.092046,603.28,6531.99,0.06288300000000001,410.92,0.015842,103.37,8.1e-05,0.5283899999999999
2018-04-14 20:37:55.167080,0.092046,603.28,6532.23,0.06288300000000001,410.92,0.015842,103.37,8.1e-05,0.5274300000000001
2018-04-14 20:38:27.163867,0.092046,603.28,6533.5,0.062862,410.99,0.015842,103.37,8.1e-05,0.52754
2018-04-14 20:38:59.235081,0.092046,603.28,6533.5,0.062862,411.0,0.015842,103.37,8.1e-05,0.52768
2018-04-14 20:39:32.856363,0.092046,603.28,6533.5,0.062862,410.7,0.015842,103.37,8.1e-05,0.5278
2018-04-14 20:40:05.031176,0.092046,603.28,6533.5,0.062862,410.7,0.015842,103.37,8.1e-05,0.52804
2018-04-14 20:40:37.080240,0.092046,603.28,6533.5,0.062862,410.7,0.015842,103.37,8.1e-05,0.52999
2018-04-14 20:41:09.163476,0.092046,603.28,6533.5,0.062862,411.49,0.015842,103.37,8.1e-05,0.52999
2018-04-14 20:42:02.892171,0.092046,603.28,6535.0,0.062862,412.61,0.015842,103.37,8.1e-05,0.53055
2018-04-14 20:42:34.811892,0.092046,603.28,6532.31,0.062862,412.52,0.015842,103.71,8.1e-05,0.52833
2018-04-14 20:43:06.712640,0.092046,603.28,6547.41,0.062862,412.52,0.015842,103.71,8.1e-05,0.52857
2018-04-14 20:43:38.664648,0.092046,603.28,6547.41,0.062862,412.43,0.015842,103.49,8.1e-05,0.52857
2018-04-14 20:44:10.783231,0.092046,603.28,6544.53,0.062862,411.62,0.015842,103.49,8.1e-05,0.5286
2018-04-14 20:44:42.749583,0.092046,603.28,6528.9,0.062862,411.64,0.015842,103.49,8.1e-05,0.5286
2018-04-14 20:45:14.780387,0.092046,603.28,6543.57,0.062862,411.64,0.015842,103.49,8.1e-05,0.53
2018-04-14 20:45:46.739453,0.092046,603.28,6543.57,0.062862,411.64,0.015842,103.49,8.1e-05,0.53
2018-04-14 20:46:19.083099,0.092046,603.28,6543.58,0.062862,412.63,0.015842,103.49,8.1e-05,0.53
2018-04-14 20:46:51.149558,0.092046,603.28,6543.58,0.062862,412.63,0.01583,103.49,8.1e-05,0.529
2018-04-14 20:47:23.479343,0.092046,603.28,6530.0,0.062862,412.63,0.01583,103.49,8.1e-05,0.529
2018-04-14 20:47:55.420614,0.092046,603.28,6526.62,0.062862,412.63,0.01583,103.71,8.1e-05,0.5280100000000001
2018-04-14 20:48:27.390972,0.092046,603.28,6528.65,0.062862,411.23,0.01583,103.58,8.1e-05,0.5280100000000001
2018-04-14 20:48:59.492893,0.092046,603.28,6528.65,0.06287000000000001,411.23,0.01583,103.58,8.1e-05,0.528
2018-04-14 20:49:32.917972,0.092046,603.28,6528.65,0.06287000000000001,411.23,0.01583,103.58,8.1e-05,0.528
2018-04-14 20:50:04.983910,0.092046,603.28,6528.65,0.06287000000000001,411.23,0.01583,103.68,8.1e-05,0.52741
2018-04-14 20:50:36.934702,0.092046,603.28,6532.78,0.06287000000000001,411.23,0.01583,103.68,8.1e-05,0.52741
2018-04-14 20:51:08.903852,0.092046,603.28,6532.78,0.06287000000000001,411.62,0.01583,103.68,8.1e-05,0.52913
2018-04-14 20:51:40.813191,0.092046,603.28,6532.19,0.06287000000000001,411.62,0.01583,103.68,8.1e-05,0.52913
2018-04-14 20:52:12.775797,0.092046,603.28,6531.5,0.06287000000000001,411.62,0.01583,103.68,8.1e-05,0.52913
2018-04-14 20:52:45.141894,0.092046,603.28,6541.16,0.06287000000000001,411.62,0.01583,103.68,8.1e-05,0.52913
2018-04-14 20:53:17.157667,0.092046,603.28,6540.2,0.06287000000000001,411.62,0.01583,103.68,8.1e-05,0.5290699999999999
2018-04-14 20:53:49.443563,0.092046,603.28,6540.2,0.06299,411.62,0.01583,103.51,8.1e-05,0.5290699999999999
2018-04-14 20:54:21.421468,0.092046,603.28,6547.47,0.06299,411.62,0.01583,103.77,8.1e-05,0.5290699999999999
2018-04-14 20:54:53.456081,0.092046,603.28,6544.96,0.06299,411.58,0.01583,103.77,8.1e-05,0.5290699999999999
2018-04-14 20:55:25.415149,0.092046,603.28,6544.96,0.06299,411.58,0.01586,103.77,8.1e-05,0.5290699999999999
2018-04-14 20:55:57.544898,0.092046,603.28,6541.99,0.06299,412.31,0.01586,103.77,8.1e-05,0.5290699999999999
2018-04-14 20:56:31.529593,0.092046,603.28,6541.99,0.06299,412.31,0.01586,103.57,8.1e-05,0.5290699999999999
2018-04-14 20:57:03.532263,0.092046,603.28,6549.66,0.06299,412.31,0.01586,103.57,8.1e-05,0.5290699999999999
2018-04-14 20:57:35.620945,0.092046,603.28,6532.95,0.06299,411.29,0.01586,103.57,8.1e-05,0.5274
2018-04-14 20:58:07.800980,0.092046,603.28,6543.8,0.06299,411.29,0.01586,103.57,8.1e-05,0.52879
2018-04-14 20:58:39.787121,0.092046,603.28,6531.11,0.06299,411.29,0.01586,103.57,8.1e-05,0.52879
2018-04-14 20:59:11.797955,0.092046,603.28,6543.01,0.06299,411.29,0.01586,103.57,8.1e-05,0.52879
2018-04-14 20:59:43.796406,0.092046,603.25,6549.72,0.06299,411.92,0.01586,103.57,8.1e-05,0.52879
2018-04-14 21:00:15.779025,0.092046,603.25,6542.94,0.06299,411.92,0.01586,103.57,8.1e-05,0.52879
2018-04-14 21:00:47.751005,0.092046,603.25,6533.9,0.06299,411.93,0.01586,103.57,8.1e-05,0.52879
2018-04-14 21:01:20.252886,0.092046,603.25,6550.49,0.06299,411.93,0.01586,103.57,8.1e-05,0.5275
2018-04-14 21:01:52.313719,0.092046,603.25,6550.49,0.06299,412.23,0.01586,103.57,8.1e-05,0.5275
2018-04-14 21:02:24.295454,0.092046,603.25,6550.49,0.06299,412.23,0.01586,103.57,8.1e-05,0.5275
2018-04-14 21:02:56.314712,0.092046,603.25,6549.7,0.06299,412.23,0.01586,103.57,8.1e-05,0.5274
2018-04-14 21:03:28.819694,0.092046,600.53,6534.41,0.06299,412.23,0.01586,103.57,8.1e-05,0.525
2018-04-14 21:04:00.765959,0.092046,600.53,6548.5,0.06299,412.23,0.01586,103.57,8.1e-05,0.525
2018-04-14 21:04:33.395789,0.092046,600.53,6539.58,0.06299,412.23,0.01583,103.57,8.1e-05,0.525
2018-04-14 21:05:05.406478,0.092046,603.23,6539.58,0.06284,412.23,0.015819999999999997,103.57,,0.5285
2018-04-14 21:11:37.430206,0.092046,603.23,6537.9,0.06284,412.64,0.015819999999999997,103.57,8.1e-05,0.5285
2018-04-14 21:12:09.506181,0.092046,603.23,6549.29,0.06284,412.64,0.015819999999999997,103.58,8.1e-05,0.5285
2018-04-14 21:12:41.559683,0.092046,603.23,6548.19,0.06288300000000001,412.64,0.015819999999999997,103.51,8e-05,0.52665
2018-04-14 21:13:13.489804,0.092046,603.23,6528.3,0.06288300000000001,412.64,0.015819999999999997,103.51,8e-05,0.52665
2018-04-14 21:13:45.511839,0.092046,603.23,6528.3,0.06288300000000001,412.0,0.015819999999999997,103.51,8e-05,0.5251
2018-04-14 21:14:17.564665,0.092046,603.0,6528.3,0.06288300000000001,412.0,0.015819999999999997,103.51,8e-05,0.5251
2018-04-14 21:14:49.700353,0.092046,603.0,6528.3,0.06288300000000001,412.6,0.015819999999999997,103.51,8e-05,0.5251
2018-04-14 21:15:21.732967,0.092046,603.0,6533.53,0.06288300000000001,411.59,0.015819999999999997,103.51,8e-05,0.52509
2018-04-14 21:15:53.845105,0.092046,603.0,6533.53,0.06288300000000001,412.91,0.015819999999999997,103.51,8e-05,0.52509
2018-04-14 21:16:25.833539,0.092046,603.0,6533.53,0.06288300000000001,412.91,0.015819999999999997,103.51,8e-05,0.52509
2018-04-14 21:16:57.703200,0.092046,603.0,6533.53,0.06288300000000001,412.91,0.015819999999999997,103.51,8e-05,0.52509
2018-04-14 21:17:32.039972,0.092046,603.0,6533.53,0.06288300000000001,412.91,0.015819999999999997,103.51,8e-05,0.52509
2018-04-14 21:18:04.050235,0.092046,603.0,6533.53,0.06288300000000001,412.61,0.015819999999999997,103.47,8e-05,0.52509
2018-04-14 21:18:36.089105,0.092046,603.0,6522.1,0.06288300000000001,412.61,0.015819999999999997,103.47,8e-05,0.52509
2018-04-14 21:19:08.141645,0.092046,603.0,6547.29,0.06288300000000001,412.61,0.015819999999999997,103.47,8e-05,0.52509
2018-04-14 21:19:40.218433,0.092046,603.0,6548.37,0.06288300000000001,413.09,0.015819999999999997,103.47,8e-05,0.52509
2018-04-14 21:20:12.371218,0.092046,603.0,6548.59,0.06288300000000001,413.12,0.015819999999999997,103.47,8e-05,0.52509
2018-04-14 21:20:44.413137,0.092046,603.0,6550.4,0.06288300000000001,411.7,0.015825,103.47,8.1e-05,0.52455
2018-04-14 21:21:16.360436,0.092046,603.0,6550.4,0.06288300000000001,413.23,0.015825,103.47,8.1e-05,0.52677
2018-04-14 21:21:48.288274,0.092046,603.0,6550.4,0.06288300000000001,413.23,0.015825,103.47,8.1e-05,0.5261
2018-04-14 21:22:20.253455,0.092046,603.0,6550.0,0.06288300000000001,413.23,0.015825,103.47,8.1e-05,0.52886
2018-04-14 21:22:52.347263,0.092046,603.0,6548.2,0.06288300000000001,413.23,0.015825,103.47,8.1e-05,0.52886
2018-04-14 21:23:24.347121,0.092046,603.0,6548.2,0.06288300000000001,413.23,0.015825,103.47,8e-05,0.52863
2018-04-14 21:23:56.645931,0.092046,603.0,6548.2,0.06288300000000001,413.23,0.015825,103.47,8e-05,0.52846
2018-04-14 21:24:29.097123,0.092046,603.0,6534.32,0.06288300000000001,411.82,0.015786,103.47,8.1e-05,0.52846
2018-04-14 21:25:01.170356,0.092046,603.0,6533.17,0.06288300000000001,411.82,0.015786,103.47,8.1e-05,0.52846
2018-04-14 21:25:33.816633,0.092046,603.0,6533.17,0.06288300000000001,411.82,0.015786,103.47,8.1e-05,0.5281600000000001
2018-04-14 21:26:05.845896,0.092046,603.0,6533.17,0.06288300000000001,411.82,0.015786,103.47,8.1e-05,0.5281600000000001
2018-04-14 21:26:37.915014,0.092046,603.0,6533.17,0.06288300000000001,411.22,0.015786,103.47,8.1e-05,0.5281600000000001
2018-04-14 21:27:09.932967,0.091912,603.0,6533.17,0.06288300000000001,411.22,0.015786,103.47,8.1e-05,0.5281600000000001
2018-04-14 21:27:42.081999,0.091912,603.0,6527.36,0.06288300000000001,411.22,0.015786,103.47,8.1e-05,0.52688
2018-04-14 21:28:14.129307,0.091912,603.0,6527.36,0.06288300000000001,411.22,0.015786,103.47,8.1e-05,0.5246
2018-04-14 21:28:46.223198,0.091912,603.0,6523.0,0.06288300000000001,411.22,0.015786,103.47,8.1e-05,0.52252
2018-04-14 21:29:18.232623,0.091912,603.0,6523.0,0.06288300000000001,411.22,0.015786,103.47,8.1e-05,0.52252
2018-04-14 21:29:50.337165,0.091912,603.0,6531.09,0.06288300000000001,411.22,0.01586,103.47,8.1e-05,0.52508
2018-04-14 21:30:22.405693,0.091912,603.0,6519.6,0.06288300000000001,411.22,0.01586,103.47,8.1e-05,0.5252600000000001
2018-04-14 21:30:54.636474,0.091912,603.0,6535.94,0.06288300000000001,411.22,0.01586,103.47,8.1e-05,0.5252600000000001
2018-04-14 21:31:26.515967,0.091912,603.0,6538.03,0.06288300000000001,411.22,0.01586,103.47,8.1e-05,0.5252600000000001
2018-04-14 21:31:58.640535,0.091912,603.0,6538.03,0.06288300000000001,411.22,0.01586,103.47,8.1e-05,0.52203
2018-04-14 21:32:32.545222,0.091912,603.0,6537.39,0.06288300000000001,411.22,0.01586,103.47,8e-05,0.52203
2018-04-14 21:33:04.660570,0.091912,603.0,6523.38,0.06288300000000001,411.22,0.01586,103.47,8e-05,0.52203
2018-04-14 21:33:36.659340,0.091912,603.0,6524.57,0.06288300000000001,411.22,0.01586,103.47,8e-05,0.52203
2018-04-14 21:34:08.532925,0.091912,603.0,6539.88,0.06288300000000001,412.5,0.01586,103.47,8e-05,0.52203
2018-04-14 21:34:40.527345,0.091912,603.0,6539.88,0.06288300000000001,412.5,0.01586,103.47,8e-05,0.52203
2018-04-14 21:35:12.546299,0.091912,603.0,6539.75,0.0629,411.02,0.01586,103.47,8e-05,0.52203
2018-04-14 21:35:44.651348,0.091912,603.0,6543.29,0.0629,411.02,0.01586,103.47,8e-05,0.52203
2018-04-14 21:36:16.728979,0.091912,603.0,6541.22,0.0629,411.02,0.01586,103.73,8e-05,0.52203
2018-04-14 21:36:48.764528,0.091912,603.0,6540.81,0.0629,411.02,0.01586,103.73,8e-05,0.52203
2018-04-14 21:37:20.864922,0.091912,603.0,6541.99,0.0629,411.02,0.01586,103.73,8e-05,0.52589
2018-04-14 21:37:52.920873,0.091912,603.0,6541.99,0.0629,411.02,0.01586,103.73,8e-05,0.52589
2018-04-14 21:38:25.017053,0.091912,603.0,6541.99,0.0629,411.02,0.01586,103.73,8e-05,0.52589
2018-04-14 21:38:57.062705,0.091912,599.41,6525.0,0.0629,412.3,0.01586,103.73,8e-05,0.52585
2018-04-14 21:39:30.265419,0.091912,599.41,6525.0,0.0629,412.3,0.015852,103.73,8e-05,0.52585
2018-04-14 21:40:02.288984,0.091912,599.41,6539.6,0.0629,412.3,0.015852,103.73,8e-05,0.52482
2018-04-14 21:40:34.328525,0.091912,599.41,6517.89,0.0629,412.3,0.015852,103.73,8e-05,0.52482
2018-04-14 21:41:06.336556,0.091912,599.41,6517.89,0.0629,412.3,0.015852,103.73,8e-05,0.5242899999999999
2018-04-14 21:42:03.092513,0.091912,599.41,6535.19,0.0629,411.04,0.015852,103.56,8e-05,0.5242899999999999
2018-04-14 21:42:35.136510,0.091912,599.41,6535.19,0.0629,411.04,0.015852,103.56,8e-05,0.5242899999999999
2018-04-14 21:43:07.142118,0.091912,599.41,6535.19,0.0629,411.04,0.015852,103.56,8e-05,0.52563
2018-04-14 21:43:39.160239,0.091912,599.41,6512.35,0.0629,411.0,0.015852,103.45,8e-05,0.52563
2018-04-14 21:44:11.158785,0.091912,599.41,6512.35,0.0629,411.0,0.01584,103.45,8e-05,0.52559
2018-04-14 21:44:43.220139,0.091912,603.25,6512.35,0.0629,411.0,0.015846000000000002,103.45,8e-05,0.52559
2018-04-14 21:45:15.357313,0.091912,603.25,6512.35,0.0629,411.0,0.015877000000000002,103.5,8e-05,0.52559
2018-04-14 21:45:47.304343,0.091912,599.57,6512.35,0.0629,411.0,0.015877000000000002,103.5,8e-05,0.52559
2018-04-14 21:46:19.706471,0.091912,599.57,6513.4,0.0629,411.24,0.015877000000000002,103.5,8e-05,0.52559
2018-04-14 21:46:51.686236,0.091912,599.57,6513.4,0.0629,411.24,0.015877000000000002,103.5,8e-05,0.52559
2018-04-14 21:47:23.796240,0.091912,599.6,6533.68,0.0629,411.88,0.015877000000000002,103.5,8e-05,0.52352
2018-04-14 21:47:55.856815,0.091912,599.6,6519.21,0.0629,411.88,0.015871,103.5,8e-05,0.52352
2018-04-14 21:48:27.819077,0.091912,599.6,6533.79,0.0629,411.88,0.015871,103.5,8e-05,0.52352
2018-04-14 21:48:59.854058,0.091912,599.6,6533.95,0.0629,411.88,0.015871,103.5,8e-05,0.52352
2018-04-14 21:49:33.130976,0.091912,599.6,6516.81,0.0629,411.58,0.015871,103.5,8e-05,0.52352
2018-04-14 21:50:05.270230,0.091912,599.6,6516.81,0.0629,411.0,0.015871,103.5,8e-05,0.52352
2018-04-14 21:50:37.325930,0.091912,599.6,6516.81,0.0629,411.0,0.015871,103.5,8e-05,0.52352
2018-04-14 21:51:09.342294,0.091912,599.6,6516.81,0.0629,411.0,0.015871,103.27,8e-05,0.52352
2018-04-14 21:51:41.259743,0.091912,599.6,6520.0,0.0629,411.0,0.015871,103.27,8e-05,0.52352
2018-04-14 21:52:13.218519,0.091912,599.6,6510.74,0.06295,411.0,0.015871,103.27,8.1e-05,0.52352
2018-04-14 21:52:45.349314,0.091912,599.6,6520.0,0.06295,411.0,0.015871,103.27,8.1e-05,0.525
2018-04-14 21:53:17.259372,0.091912,599.6,6515.0,0.062971,411.0,0.015871,103.18,8.1e-05,0.52355
2018-04-14 21:53:49.313881,0.091912,599.6,6515.0,0.062971,411.0,0.015871,103.18,8e-05,0.52355
2018-04-14 21:54:21.240103,0.091912,599.6,6515.0,0.062971,411.0,0.015871,103.18,8e-05,0.52355
2018-04-14 21:54:53.285655,0.091912,599.6,6515.0,0.062971,411.0,0.015871,103.18,8e-05,0.52355
2018-04-14 21:55:25.305764,0.091912,599.6,6515.0,0.062971,411.0,0.015871,103.18,8e-05,0.52355
2018-04-14 21:55:57.274065,0.091912,599.6,6507.3,0.062971,411.0,0.015871,103.18,8e-05,0.52355
2018-04-14 21:56:30.754618,0.091912,599.6,6507.3,0.06293,411.0,0.015871,103.18,8e-05,0.52355
2018-04-14 21:57:02.806725,0.091912,599.6,6507.52,0.06293,411.2,0.015871,103.18,8e-05,0.525
2018-04-14 21:57:34.889900,0.091912,599.6,6519.78,0.06293,411.2,0.015871,103.18,8e-05,0.525
2018-04-14 21:58:06.994155,0.091912,599.6,6507.52,0.06293,411.2,0.015871,103.21,8e-05,0.525
2018-04-14 21:58:38.931190,0.091912,599.6,6519.95,0.06293,411.2,0.015871,103.6,8e-05,0.525
2018-04-14 21:59:10.995138,0.091912,599.6,6519.95,0.06293,411.2,0.015871,103.6,8e-05,0.525
2018-04-14 21:59:43.035171,0.091912,599.6,6519.95,0.06293,411.2,0.015871,103.6,8e-05,0.525
2018-04-14 22:00:15.022463,0.091912,599.6,6512.13,0.06293,411.14,0.015871,103.6,8e-05,0.52637
2018-04-14 22:00:47.074475,0.091912,599.6,6512.13,0.06293,411.14,0.015871,103.6,8e-05,0.52637
2018-04-14 22:01:19.468980,0.091912,599.6,6519.0,0.06293,411.14,0.015871,103.6,8e-05,0.52637
2018-04-14 22:01:51.434287,0.091912,599.6,6519.0,0.06293,411.14,0.015871,103.6,8e-05,0.52637
2018-04-14 22:02:23.403204,0.091912,599.6,6519.0,0.06293,411.14,0.015871,103.6,8e-05,0.52635
2018-04-14 22:02:55.401872,0.091912,599.6,6519.0,0.06293,411.14,0.015871,103.6,8e-05,0.52635
2018-04-14 22:03:28.421805,0.091912,599.6,6519.0,0.06293,411.14,0.015871,103.6,8e-05,0.52633
2018-04-14 22:04:00.320264,0.091912,599.6,6512.82,0.06293,411.14,0.015871,103.6,8e-05,0.52633
2018-04-14 22:04:33.248286,0.091912,599.6,6519.95,0.06293,411.14,0.015871,103.6,8.1e-05,0.52633
2018-04-14 22:05:05.311746,0.091912,599.6,6519.95,0.06293,411.13,0.015871,103.6,8.1e-05,0.52633
2018-04-14 22:05:37.335572,0.091912,599.6,6519.95,0.062909,411.13,0.015871,103.6,8.1e-05,0.52633
2018-04-14 22:06:09.387614,0.091912,599.6,6514.3,0.062909,411.13,0.015871,103.6,8.1e-05,0.52633
2018-04-14 22:06:41.432490,0.091912,599.6,6520.0,0.062909,411.13,0.015871,103.6,8.1e-05,0.52633
2018-04-14 22:07:13.422601,0.091912,599.6,6520.0,0.062909,411.13,0.015871,103.6,8.1e-05,0.52633
2018-04-14 22:07:45.516885,0.091912,599.6,6520.0,0.062909,411.13,0.01584,103.6,8.1e-05,0.52613
2018-04-14 22:08:17.508889,0.091912,599.6,6520.0,0.062909,411.13,0.01584,103.6,8.1e-05,0.5283800000000001
2018-04-15 01:50:03.354034,0.092346,606.52,6547.0,0.0634,415.46,0.015791,103.71,8e-05,0.52928
2018-04-15 01:50:35.456224,0.092346,606.52,6570.7,0.0634,415.62,0.015791,103.71,8e-05,0.52928
2018-04-15 01:51:07.908001,0.092346,606.52,6570.7,0.0634,416.86,0.015791,103.71,8e-05,0.52945
2018-04-15 01:51:40.038243,0.092346,606.52,6570.7,0.06341000000000001,415.15,0.015791,103.71,8e-05,0.52945
2018-04-15 01:52:12.059801,0.092346,606.52,6570.7,0.06341000000000001,415.15,0.015791,103.71,8e-05,0.52945
2018-04-15 01:52:44.217401,0.092346,606.52,6580.61,0.063779,418.6,0.015791,103.71,8e-05,0.53
2018-04-15 01:53:16.185054,0.092346,606.52,6580.65,0.063779,419.93,0.015791,103.71,8.1e-05,0.53091
2018-04-15 01:53:48.108375,0.092346,606.52,6590.53,0.063779,419.51,0.015791,103.71,8.1e-05,0.53091
2018-04-15 01:54:20.239735,0.092346,606.52,6590.53,0.06377000000000001,419.13,0.015791,103.71,8.1e-05,0.53091
2018-04-15 01:54:52.510338,0.092346,606.52,6577.5,0.06377999999999999,419.13,0.015791,103.71,8.1e-05,0.53091
2018-04-15 01:55:25.178922,0.092346,606.52,6577.5,0.06377999999999999,419.13,0.015791,103.71,8.1e-05,0.53
2018-04-15 01:55:57.125236,0.092346,606.52,6577.5,0.06377999999999999,419.13,0.015791,103.71,8.1e-05,0.53
2018-04-15 01:56:29.204026,0.092346,606.52,6577.5,0.0638,419.13,0.015791,103.71,8.1e-05,0.53
2018-04-15 01:57:01.827126,0.092346,606.52,6577.5,0.0638,419.13,0.015791,103.71,8.1e-05,0.53
2018-04-15 01:57:33.900501,0.092346,606.52,6577.5,0.0638,419.13,0.01581,103.71,8.1e-05,0.53
2018-04-15 01:58:06.412379,0.092346,606.52,6580.88,0.0638,419.13,0.01581,103.71,8.1e-05,0.5295300000000001
2018-04-15 01:58:38.506864,0.092346,606.52,6580.88,0.0638,419.13,0.015772,103.71,8.1e-05,0.5295300000000001
2018-04-15 01:59:10.531785,0.092346,606.52,6580.88,0.0638,419.13,0.015772,103.71,8.1e-05,0.5295300000000001
2018-04-15 01:59:47.556086,0.092346,606.52,6580.88,0.06382,419.38,0.015772,103.71,8.1e-05,0.5295300000000001
2018-04-15 02:00:25.562625,0.092346,606.52,6580.88,0.06382,419.59,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:00:57.900512,0.092346,606.52,6580.88,0.06382,419.72,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:01:30.139118,0.092346,606.52,6578.4,0.06382,419.72,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:02:04.653869,0.092346,606.52,6578.4,0.06382,419.72,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:02:36.955113,0.092346,606.52,6578.4,0.06382,419.72,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:03:09.415127,0.092346,606.52,6578.4,0.06382,419.72,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:03:41.905315,0.092706,606.52,6571.72,0.06382,419.14,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:04:14.207656,0.092706,606.52,6571.72,0.06386,420.01,0.015772,103.71,8.1e-05,0.5294800000000001
2018-04-15 02:04:51.601199,0.092706,606.52,6571.72,0.06386,420.01,0.015772,103.69,8.1e-05,0.52945
