,ADA,ADST,BCH,BIS,BTC,DASH,EMC2,EOS,ETH,FUN,IOTA,LTC,NEO,ONT,TRX,UBQ,XLM,XMR,XRP,TOTAL
2018-06-01 07:50:00,42.260890212816406,35.459657442531004,262.62608049262803,42.81780452917129,736.3514692549943,38.97585526329796,7.2973899855,0.0,618.9615835049298,0.0132450653589,76.2022359282294,345.2646649624495,60.614707177433424,0.0,0.012167566728,23.19701168743776,35.632504942797,78.82731679802185,401.2659328064178,2805.780517620742
2018-06-01 08:01:00,42.159880340109005,35.755364316861,262.513728765953,42.88391958626017,735.5797493905304,38.913342256814786,7.296349576500001,0.0,618.1006542697513,0.0132266925414,75.94081475634061,344.71478368684996,60.575483131468154,0.0,0.012153218582099999,23.27924348138329,35.621590184145006,78.72919297640945,400.55043015872616,2802.639906789226
2018-06-01 08:10:00,41.936428615933096,35.783577050192996,262.0747731823095,42.84819865348525,734.6908675381362,38.74802171579481,7.292881548,0.0,617.7452829887278,0.0132304053681,75.4053492689904,344.8739598444199,60.61992964248284,0.0,0.0121168307397,23.182344157928437,35.572533720171,78.7256524265957,399.9237978089165,2799.4489453981923
2018-06-01 08:20:00,42.0776933463029,35.77936270469401,261.8396184052922,42.83253157924751,733.7438888324006,38.93430545381478,7.292149407,0.0,616.7881073646302,0.0131985208134,75.28563303175201,344.5382428542882,60.74049080350639,0.0,0.012082046131199998,22.98355230688602,35.444435166903,78.73425090547425,399.4243081712808,2796.463850900417
2018-06-01 08:31:00,42.2571629055385,35.818345438155006,261.94935730135563,42.88955973488856,735.643655929093,39.00547990081308,7.291340199,0.0,619.8965484242723,0.0132196878726,76.73688701814632,346.1878866844666,61.050727450316295,0.0,0.0121128124521,23.043470729145376,35.501647724886006,78.88042505231614,401.3080974821464,2807.485924474864
2018-06-01 08:40:00,42.07322058192221,35.557406938116,262.0956758290334,42.864179071549664,734.8787140299664,39.0297068289728,7.28521335,0.0,619.9325086133352,0.0132027695484,76.1900199857511,347.0474379427798,61.20817921551318,0.0,0.0121170945681,23.28095989444975,35.572653662112,78.8682860224425,401.2432287560835,2807.152710586144
2018-06-01 08:50:00,42.096516203440295,35.804765869803006,262.28902531229767,42.731008929551145,734.8148074914038,39.05594220715592,7.2822077235,0.0,619.9060672977387,0.0131946548445,76.76661247928641,346.70303861684215,61.51530460642748,0.0,0.0121065617667,23.043938841634205,35.516160755775,78.7994981890515,401.32236862763676,2807.6725643681552
2018-06-01 09:01:00,42.4599281080561,35.591941196532005,262.6104035074325,42.762969762020724,735.5565106496462,38.94748590691918,7.3574254395,0.0,621.6385022945811,0.0132168171045,76.8846999264135,347.0763790598799,61.71409162674347,0.0,0.0120911583309,23.061102974121003,35.479938135515994,78.8232704551244,401.6428203752869,2811.632777393208
2018-06-01 09:10:00,42.7118936969975,35.873717321861996,263.266224051981,42.80276413526841,736.0561435854435,39.04200858531109,7.3338813675,0.0,622.5956779186788,0.013253869023900001,76.7934875517876,347.39183726871744,62.32456445528115,0.0,0.012117541028699998,23.08169993091849,35.562338613165,78.95983453632972,401.3924269093582,2815.2138713386526
2018-06-01 09:20:00,42.569138052422105,35.576137383822,262.9370073640958,42.722862048605606,735.9312353520595,38.87606040372293,7.322937808500001,0.0,620.964777573381,0.013221448605600001,76.47505864991851,347.16609653100187,61.56930711724805,0.0,0.0121260240882,23.086068982029065,35.456549358972,78.84097320655584,401.65255072586126,2811.172108030889
2018-06-01 09:31:00,42.507637580274306,35.623314692406,262.884750747286,42.7582696412131,735.0152416349234,38.88911532865506,7.322398335,0.0,622.0795434380384,0.013263476529000002,76.5055985037366,346.99534392456405,61.96743673947532,0.0,0.0121021578801,23.10510556447119,35.57229383628899,78.89509304583615,400.7547668389981,2810.901275485576
2018-06-01 09:40:00,42.200880654874204,35.705611583271,261.82655425101353,42.581231685494124,731.8547728271645,38.88635370989123,7.266640122,0.0,620.0636575382985,0.0132213720345,75.57148608859741,346.1184279946388,61.53230539688541,0.0,0.012043872375300002,23.188585658994345,35.412050716770004,78.69935119569509,399.7272454242548,2800.660420092253
2018-06-01 09:50:00,42.375318356902,35.70982592877,261.29876241864076,42.564937927262285,731.0733701524911,38.890370609937996,7.269491614500001,0.0,618.2243996260511,0.013208396250300002,75.85815354287611,345.66984063902913,61.16406605332591,0.0,0.0119744249526,22.983084194397183,35.545666613331,78.85715857873623,400.0509405968448,2797.560569674298
2018-06-01 10:01:00,42.3031950775115,35.50238626239901,261.85529539048775,42.59188529509757,731.6243219762925,38.91924207871268,7.295116500000002,0.0,619.0282156204304,0.013203305412,75.76327638693331,345.956357724007,61.24529205219488,0.0,0.0119909243001,23.092154448028328,35.635023737565,79.00737906847556,400.4849127476752,2800.3292485955226
2018-06-01 10:10:00,42.2081488833904,35.483889946239,261.70113837005965,42.54833082520379,731.4374437657094,38.8196982753356,7.2684512055,0.0,619.5147358264171,0.013186463658900001,75.7429164843879,345.6785229748351,61.01494800894427,0.0,0.0119811220986,22.9815238182196,35.502367376532,78.94263757798197,400.3344171486702,2799.204338073184
