,btc,eth,ltc,xrp
2018-02-28 16:56:21.089209,8510.0,705.04,168.98,0.737
2018-02-28 16:56:31.645131,8520.0,705.04,168.98,0.737
2018-02-28 16:56:42.057238,8520.0,705.1,168.98,0.737
2018-02-28 16:56:52.508306,8520.0,705.01,168.8,0.737
2018-02-28 16:57:02.769014,8520.0,705.01,168.8,0.737
2018-02-28 16:57:13.093658,8520.0,705.09,168.8,0.737
2018-02-28 16:57:23.463736,8520.0,705.09,168.8,0.735
2018-02-28 16:57:33.834227,8520.0,705.09,168.78,0.735
2018-02-28 16:57:44.185358,8520.0,705.09,168.78,0.735
2018-02-28 16:57:54.816058,8520.0,705.09,168.88,0.735
2018-02-28 16:58:05.129354,8530.77,705.09,168.88,0.73669
2018-02-28 16:58:15.664043,8523.5,705.11,168.88,0.73669
2018-02-28 16:58:26.038766,8523.5,705.11,168.88,0.73669
2018-02-28 16:58:36.431417,8530.85,705.11,168.88,0.73669
2018-02-28 16:58:46.802243,8516.7,705.11,168.78,0.73669
2018-02-28 16:58:57.146971,8511.31,705.11,168.1,0.73669
2018-02-28 16:59:07.651824,8510.54,705.11,168.1,0.73669
2018-02-28 16:59:18.293291,8509.78,705.11,168.68,0.73669
2018-02-28 16:59:28.675863,8506.0,706.78,168.85,0.73669
2018-02-28 16:59:39.021730,8506.0,706.78,168.85,0.73669
2018-02-28 16:59:49.411482,8514.47,706.77,168.85,0.735
2018-02-28 16:59:59.792827,8501.01,706.77,168.85,0.735
2018-02-28 17:00:10.218065,8519.99,706.77,168.85,0.73682
2018-02-28 17:00:20.629108,8519.99,706.77,168.64,0.73682
2018-02-28 17:00:31.037644,8519.99,706.77,168.65,0.73682
2018-02-28 17:00:41.509923,8513.57,706.77,168.65,0.73682
2018-02-28 17:00:52.026304,8513.54,706.77,168.65,0.73682
2018-02-28 17:01:02.365348,8501.0,706.77,168.08,0.73682
2018-02-28 17:01:12.630666,8501.0,706.77,168.08,0.73682
2018-02-28 17:01:23.225272,8500.24,706.77,168.17,0.73679
2018-02-28 17:01:33.553081,8501.0,705.0,168.17,0.73679
2018-02-28 17:01:43.772002,8501.0,705.0,168.3,0.73679
2018-02-28 17:01:54.149395,8524.68,705.0,168.3,0.73679
2018-02-28 17:02:04.359996,8524.68,705.0,168.3,0.73679
2018-02-28 17:02:15.059117,8524.4,705.0,168.3,0.73679
2018-02-28 17:02:25.569601,8502.8,706.6,168.3,0.73682
2018-02-28 17:02:36.060912,8502.8,707.18,168.3,0.73682
2018-02-28 17:02:46.453268,8502.8,707.19,168.3,0.73682
2018-02-28 17:02:56.872877,8522.56,707.19,168.3,0.73682
2018-02-28 17:03:07.362785,8521.99,707.19,168.3,0.73682
2018-02-28 17:03:17.729343,8521.77,706.12,168.3,0.73603
2018-02-28 17:03:28.118130,8521.78,706.12,168.3,0.73603
2018-02-28 17:03:38.523517,8503.09,706.12,168.3,0.73983
2018-02-28 17:03:48.949690,8503.09,706.12,168.3,0.73983
2018-02-28 17:03:59.521574,8510.13,706.12,168.68,0.73983
2018-02-28 17:04:09.945403,8530.75,706.12,168.63,0.73983
2018-02-28 17:04:20.198774,8537.59,707.16,168.63,0.73983
2018-02-28 17:04:30.893589,8537.59,707.16,168.56,0.73983
2018-02-28 17:04:41.491951,8526.65,707.16,168.49,0.73983
2018-02-28 17:04:51.704302,8531.16,707.16,168.49,0.73993
2018-02-28 17:05:02.018265,8511.71,707.16,168.49,0.73993
2018-02-28 17:05:12.349901,8511.71,707.13,168.49,0.73993
2018-02-28 17:05:22.598474,8511.71,707.1,168.49,0.73993
2018-02-28 17:05:32.910542,8521.86,707.16,168.49,0.73993
2018-02-28 17:05:43.597395,8540.0,707.16,168.49,0.73993
2018-02-28 17:05:53.914068,8540.0,707.16,168.49,0.73993
2018-02-28 17:06:05.002592,8529.44,707.16,168.59,0.73993
2018-02-28 17:06:15.433063,8540.0,707.16,168.69,0.73993
2018-02-28 17:06:25.854193,8540.0,707.16,168.69,0.73993
2018-02-28 17:06:36.042497,8540.0,707.16,168.69,0.73993
2018-02-28 17:06:46.451479,8540.0,707.16,168.69,0.73993
2018-02-28 17:06:56.770157,8522.17,707.16,168.69,0.73993
2018-02-28 17:07:06.971412,8540.0,707.16,168.69,0.7373
2018-02-28 17:07:17.201776,8522.27,707.16,168.69,0.7373
2018-02-28 17:07:27.687817,8540.0,707.16,168.69,0.7373
2018-02-28 17:07:38.115464,8540.0,707.16,168.69,0.7373
2018-02-28 17:07:48.553302,8540.0,707.16,168.69,0.7373
2018-02-28 17:07:58.858891,8522.73,707.16,168.69,0.7373
2018-02-28 17:08:09.344449,8523.58,707.16,168.7,0.7373
2018-02-28 17:08:19.834776,8543.6,707.16,168.7,0.7373
2018-02-28 17:08:30.041124,8540.0,707.16,168.7,0.7373
2018-02-28 17:08:40.462731,8540.0,707.16,168.7,0.7373
2018-02-28 17:08:50.854431,8540.0,707.16,168.7,0.7373
2018-02-28 17:09:01.254763,8540.0,707.16,168.7,0.7373
2018-02-28 17:09:11.830496,8536.36,707.16,169.23,0.7373
2018-02-28 17:09:22.094258,8536.36,707.16,169.23,0.7373
2018-02-28 17:09:32.442230,8536.36,707.16,169.27,0.7373
2018-02-28 17:09:42.692149,8539.59,707.83,169.27,0.73716
2018-02-28 17:09:53.233925,8538.99,707.83,169.27,0.73716
2018-02-28 17:10:03.646275,8539.0,707.79,169.3,0.7405
2018-02-28 17:10:14.045465,8539.0,707.8,169.3,0.73853
2018-02-28 17:10:24.637192,8525.86,707.8,169.43,0.73853
2018-02-28 17:10:34.840898,8539.0,707.8,169.43,0.74256
2018-02-28 17:10:45.145712,8539.0,707.8,169.43,0.74256
2018-02-28 17:10:55.733015,8539.0,707.8,169.43,0.74256
2018-02-28 17:11:05.977073,8539.0,706.3,169.43,0.74256
2018-02-28 17:11:16.441290,8539.0,706.3,169.45,0.74256
2018-02-28 17:11:26.977757,8539.0,706.3,169.45,0.74256
2018-02-28 17:11:37.789921,8539.0,706.3,169.45,0.74256
2018-02-28 17:11:48.137153,8539.0,706.3,169.45,0.74256
2018-02-28 17:11:58.344814,8523.27,706.3,169.45,0.74256
2018-02-28 17:12:08.646060,8523.55,706.3,170.09,0.74256
2018-02-28 17:12:19.035115,8523.25,706.3,170.09,0.74256
2018-02-28 17:12:29.440751,8523.25,706.3,170.09,0.74044
2018-02-28 17:12:39.756731,8523.25,706.3,170.09,0.74044
2018-02-28 17:12:50.058377,8523.25,706.3,170.09,0.74316
2018-02-28 17:13:00.458850,8527.07,706.3,170.09,0.74316
2018-02-28 17:13:10.744695,8547.19,706.3,170.09,0.74316
2018-02-28 17:13:20.993004,8555.97,706.3,170.09,0.74316
2018-02-28 17:13:31.404022,8555.97,706.3,169.5,0.74316
2018-02-28 17:13:41.817751,8549.3,706.3,169.5,0.74316
2018-02-28 17:13:52.038443,8555.83,706.3,169.5,0.74316
2018-02-28 17:14:02.417504,8555.83,706.3,170.22,0.74316
2018-02-28 17:14:12.998742,8571.75,710.0,170.22,0.74316
2018-02-28 17:14:23.601416,8571.75,710.0,170.29,0.74316
2018-02-28 17:14:33.931408,8544.72,710.0,169.7,0.74316
2018-02-28 17:14:44.366680,8544.72,707.64,169.7,0.74348
2018-02-28 17:14:54.608222,8544.72,707.64,169.7,0.74348
2018-02-28 17:15:05.108721,8563.76,707.64,169.7,0.742
2018-02-28 17:15:15.555425,8563.76,707.64,169.7,0.742
2018-02-28 17:15:25.764777,8542.81,707.64,169.7,0.7435
2018-02-28 17:15:35.992071,8542.81,707.64,169.7,0.7435
2018-02-28 17:15:46.624379,8548.79,707.64,169.7,0.7435
2018-02-28 17:15:56.919829,8569.43,707.64,169.7,0.7435
2018-02-28 17:16:07.174294,8568.38,708.15,169.7,0.7435
2018-02-28 17:16:17.926569,8557.2,708.15,169.7,0.7435
2018-02-28 17:16:28.448706,8557.2,709.75,169.7,0.7435
2018-02-28 17:16:38.840636,8561.81,709.75,169.7,0.7435
2018-02-28 17:16:49.543918,8545.66,709.75,169.7,0.7435
2018-02-28 17:16:59.866416,8545.66,709.75,169.7,0.7435
2018-02-28 17:17:10.368551,8568.14,709.75,169.7,0.7435
2018-02-28 17:17:20.563615,8568.14,709.75,169.7,0.7435
2018-02-28 17:17:30.778579,8547.07,709.75,170.01,0.7435
2018-02-28 17:17:41.201198,8547.07,709.75,170.01,0.7435
2018-02-28 17:17:51.619135,8548.9,710.0,170.01,0.7435
2018-02-28 17:18:02.048348,8580.53,710.0,170.5,0.7435
2018-02-28 17:18:12.519358,8582.23,710.0,170.5,0.7435
2018-02-28 17:18:23.024694,8559.0,710.0,170.5,0.7435
2018-02-28 17:18:34.166962,8559.1,710.0,170.5,0.7435
2018-02-28 17:18:44.730884,8559.1,710.0,170.5,0.7435
2018-02-28 17:18:55.106797,8559.1,710.0,170.5,0.7435
2018-02-28 17:19:05.412894,8549.0,710.0,170.5,0.7435
2018-02-28 17:19:15.741655,8576.57,710.0,170.5,0.7435
2018-02-28 17:19:25.999827,8576.57,710.0,170.5,0.7435
2018-02-28 17:19:36.330529,8578.77,710.0,170.5,0.7435
2018-02-28 17:19:46.622214,8581.13,711.88,170.5,0.7435
2018-02-28 17:19:56.845658,8589.04,711.88,170.5,0.7435
2018-02-28 17:20:07.268352,8560.02,708.29,170.5,0.74183
2018-02-28 17:20:17.631565,8560.02,708.29,170.5,0.74183
2018-02-28 17:20:28.432631,8561.11,711.87,170.5,0.74183
2018-02-28 17:20:38.742629,8577.77,711.83,170.5,0.74183
2018-02-28 17:20:48.984888,8571.36,710.0,170.5,0.74183
2018-02-28 17:20:59.202880,8571.36,711.69,170.5,0.74183
2018-02-28 17:21:09.538411,8571.36,710.0,170.5,0.74183
2018-02-28 17:21:19.830367,8573.42,711.63,170.5,0.74349
2018-02-28 17:21:30.173552,8573.42,711.6,170.5,0.74349
2018-02-28 17:21:40.375642,8573.42,711.6,170.5,0.74349
2018-02-28 17:21:50.688031,8573.42,711.6,170.5,0.74349
2018-02-28 17:22:01.377727,8552.11,710.0,170.0,0.74349
2018-02-28 17:22:11.596897,8552.11,710.72,170.0,0.74349
2018-02-28 17:22:22.105065,8553.99,710.72,169.48,0.74349
2018-02-28 17:22:32.599047,8553.99,711.45,169.48,0.74349
2018-02-28 17:22:42.950156,8540.56,711.45,169.48,0.74349
2018-02-28 17:22:53.308884,8540.56,711.45,169.48,0.74349
2018-02-28 17:23:03.670977,8540.56,711.38,169.48,0.74349
2018-02-28 17:23:13.899811,8545.03,711.38,169.48,0.74183
2018-02-28 17:23:24.316881,8545.03,711.38,169.48,0.74183
2018-02-28 17:23:34.807872,8545.03,711.38,169.48,0.74183
2018-02-28 17:23:45.014235,8545.03,711.38,169.48,0.74183
2018-02-28 17:23:55.337882,8533.11,711.38,169.48,0.74183
2018-02-28 17:24:05.559783,8533.11,711.38,169.48,0.74183
2018-02-28 17:24:15.975090,8555.59,711.24,169.48,0.74183
2018-02-28 17:24:26.284330,8555.59,711.24,169.48,0.74183
2018-02-28 17:24:36.773800,8555.59,711.24,169.48,0.74183
2018-02-28 17:24:47.156032,8555.59,711.24,169.48,0.74339
2018-02-28 17:24:57.718865,8565.3,711.24,169.48,0.74339
2018-02-28 17:25:08.017240,8564.47,711.24,169.48,0.74339
2018-02-28 17:25:18.424347,8538.01,710.75,170.06,0.74339
2018-02-28 17:25:28.912365,8538.01,710.75,170.06,0.74339
2018-02-28 17:25:39.356292,8538.01,710.75,169.6,0.74339
2018-02-28 17:25:49.771120,8552.57,710.75,169.6,0.74339
2018-02-28 17:26:00.172760,8555.4,710.75,170.17,0.74339
2018-02-28 17:26:10.507936,8526.71,710.75,170.17,0.74339
2018-02-28 17:26:20.746446,8526.71,710.75,170.09,0.74339
2018-02-28 17:26:31.061008,8545.56,710.75,170.09,0.7435
2018-02-28 17:26:41.406036,8545.39,710.75,170.09,0.7435
2018-02-28 17:26:51.926021,8545.39,710.75,170.33,0.7435
2018-02-28 17:27:02.153184,8545.39,710.75,170.3,0.7435
2018-02-28 17:27:12.492343,8557.78,710.46,170.3,0.7435
2018-02-28 17:27:23.053995,8557.78,710.46,170.3,0.7435
2018-02-28 17:27:33.543318,8547.5,710.46,170.3,0.7435
2018-02-28 17:27:43.928131,8527.83,710.46,170.3,0.7435
2018-02-28 17:27:54.436701,8527.83,708.01,170.3,0.7435
2018-02-28 17:28:04.657187,8527.83,708.01,170.3,0.7435
2018-02-28 17:28:15.084185,8557.39,708.01,170.0,0.74183
2018-02-28 17:28:25.421161,8557.39,708.01,170.0,0.74183
2018-02-28 17:28:35.658116,8551.89,708.01,170.0,0.74183
2018-02-28 17:28:45.967796,8551.89,707.81,170.0,0.7433
2018-02-28 17:28:56.176477,8547.57,710.18,170.0,0.7433
2018-02-28 17:29:06.650110,8530.08,710.18,170.0,0.7433
2018-02-28 17:29:16.941374,8530.08,710.38,169.95,0.7433
2018-02-28 17:29:27.158422,8530.08,710.38,169.95,0.7433
2018-02-28 17:29:37.465510,8530.08,710.38,169.95,0.7433
2018-02-28 17:29:47.812568,8539.96,710.38,169.95,0.7433
2018-02-28 17:29:58.442331,8550.17,710.38,169.95,0.7433
2018-02-28 17:30:08.851126,8550.19,710.58,169.95,0.7433
2018-02-28 17:30:19.207866,8550.19,710.58,169.62,0.7433
2018-02-28 17:30:29.710586,8556.43,710.58,169.62,0.7433
2018-02-28 17:30:40.088920,8540.01,710.58,169.6,0.7433
2018-02-28 17:30:50.726236,8540.01,710.58,169.6,0.7432
2018-02-28 17:31:01.072374,8540.02,710.58,169.6,0.7432
2018-02-28 17:31:11.500785,8555.07,710.58,169.6,0.7432
2018-02-28 17:31:21.810770,8561.0,710.58,170.13,0.7432
2018-02-28 17:31:32.018008,8552.83,710.58,170.13,0.7432
2018-02-28 17:31:42.410839,8531.76,710.58,170.13,0.7432
2018-02-28 17:31:52.927158,8531.76,710.58,170.13,0.7432
2018-02-28 17:32:03.135421,8564.93,707.31,170.13,0.7432
2018-02-28 17:32:13.478579,8565.2,707.31,170.13,0.7432
2018-02-28 17:32:23.949725,8565.2,707.31,170.13,0.7432
2018-02-28 17:32:34.228827,8565.2,707.31,170.13,0.7432
2018-02-28 17:32:44.470852,8565.2,707.31,170.13,0.7432
2018-02-28 17:32:54.783913,8565.2,707.31,170.13,0.7432
2018-02-28 17:33:05.305698,8565.2,707.31,170.13,0.7432
2018-02-28 17:33:15.843128,8555.57,707.31,170.13,0.7432
2018-02-28 17:33:26.167159,8555.57,707.31,170.13,0.7432
2018-02-28 17:33:36.369394,8551.8,707.31,170.13,0.7432
2018-02-28 17:33:46.760856,8541.18,707.31,170.13,0.7432
2018-02-28 17:33:57.221488,8525.55,707.31,170.13,0.7432
2018-02-28 17:34:07.814513,8542.4,707.31,170.13,0.7432
2018-02-28 17:34:18.328829,8542.06,707.31,170.13,0.7432
2018-02-28 17:34:28.814925,8539.31,707.31,170.13,0.74298
2018-02-28 17:34:39.134885,8539.31,707.31,169.86,0.74298
2018-02-28 17:34:49.662435,8525.28,707.31,169.86,0.74298
2018-02-28 17:35:00.128475,8525.28,710.06,169.86,0.74298
2018-02-28 17:35:10.519433,8525.28,710.06,169.86,0.74298
2018-02-28 17:35:20.837875,8525.28,710.06,169.86,0.74298
2018-02-28 17:35:31.178360,8525.28,710.06,169.75,0.74298
2018-02-28 17:35:41.581061,8525.28,710.06,169.75,0.7425
2018-02-28 17:35:51.783084,8525.28,710.06,169.75,0.7425
2018-02-28 17:36:02.001026,8525.28,710.06,169.75,0.7425
2018-02-28 17:36:12.412056,8559.27,709.99,169.75,0.7425
2018-02-28 17:36:22.899115,8558.89,709.99,169.75,0.7425
2018-02-28 17:36:33.304573,8558.89,709.99,169.75,0.7425
2018-02-28 17:36:43.824624,8533.64,709.99,169.75,0.74183
2018-02-28 17:36:54.417656,8557.82,709.99,169.75,0.74183
2018-02-28 17:37:05.203130,8563.04,709.99,169.75,0.74183
2018-02-28 17:37:15.640170,8556.68,709.98,169.75,0.74183
2018-02-28 17:37:26.060692,8556.68,709.98,169.75,0.74183
2018-02-28 17:37:36.642623,8534.01,709.98,170.04,0.74183
2018-02-28 17:37:46.872038,8534.01,709.98,170.04,0.74183
2018-02-28 17:37:57.361356,8534.01,709.98,170.04,0.74183
2018-02-28 17:38:07.710629,8534.27,709.98,170.04,0.74183
2018-02-28 17:38:18.074030,8565.44,709.98,170.04,0.74183
2018-02-28 17:38:28.363406,8534.21,709.98,170.04,0.7432
2018-02-28 17:38:38.580700,8534.21,707.69,170.04,0.7432
2018-02-28 17:38:48.866799,8534.21,707.69,170.04,0.7432
2018-02-28 17:38:59.209801,8534.21,707.69,170.11,0.7432
2018-02-28 17:39:09.430876,8538.4,707.69,169.99,0.7432
2018-02-28 17:39:20.005538,8538.4,707.69,169.99,0.7432
2018-02-28 17:39:30.409253,8538.4,710.05,169.99,0.7432
2018-02-28 17:39:41.301808,8538.4,710.05,169.99,0.7432
2018-02-28 17:39:51.696806,8551.7,710.05,169.99,0.7432
2018-02-28 17:40:02.108007,8551.27,710.05,170.03,0.74102
2018-02-28 17:40:12.714131,8540.0,710.05,170.03,0.7395
2018-02-28 17:40:23.313967,8540.0,710.73,170.03,0.74064
2018-02-28 17:40:33.901005,8540.0,710.73,170.03,0.74064
2018-02-28 17:40:44.423580,8552.65,710.73,170.03,0.74064
2018-02-28 17:40:54.746682,8552.65,707.94,170.03,0.74064
2018-02-28 17:41:05.156558,8534.21,707.94,170.03,0.74064
2018-02-28 17:41:15.548885,8565.13,710.0,170.06,0.74064
2018-02-28 17:41:25.754525,8534.24,710.0,170.06,0.74064
2018-02-28 17:41:36.042711,8534.24,710.0,170.06,0.74064
2018-02-28 17:41:46.533616,8554.45,710.0,169.6,0.74064
2018-02-28 17:41:56.868840,8554.45,710.0,170.11,0.74
2018-02-28 17:42:07.087749,8554.45,708.22,170.11,0.74
2018-02-28 17:42:17.395638,8553.0,708.22,170.11,0.74
2018-02-28 17:42:27.711122,8534.27,710.0,170.11,0.74
2018-02-28 17:42:38.015400,8534.27,710.0,170.11,0.74
2018-02-28 17:42:48.498980,8534.27,710.0,170.11,0.74
2018-02-28 17:42:58.791276,8534.27,710.0,170.11,0.74
2018-02-28 17:43:09.196186,8560.4,710.0,170.11,0.74
2018-02-28 17:43:19.615134,8560.4,710.0,170.11,0.74
2018-02-28 17:43:29.945029,8560.4,710.0,170.11,0.74
2018-02-28 17:43:40.250843,8537.88,710.0,170.11,0.74
2018-02-28 17:43:50.657045,8537.88,710.0,170.08,0.7395
2018-02-28 17:44:01.401473,8556.37,708.37,170.08,0.7385
2018-02-28 17:44:11.871660,8561.07,708.37,170.02,0.7385
2018-02-28 17:44:22.072167,8561.07,708.37,170.02,0.7385
2018-02-28 17:44:32.743062,8561.0,710.0,170.02,0.7385
2018-02-28 17:44:42.951943,8561.0,710.0,170.02,0.73854
2018-02-28 17:44:53.420326,8561.0,710.0,170.02,0.74
2018-02-28 17:45:03.728213,8561.0,710.0,170.02,0.74
2018-02-28 17:45:14.011949,8559.9,710.0,170.02,0.74
2018-02-28 17:45:24.525240,8559.9,710.0,170.02,0.74
2018-02-28 17:45:34.921156,8554.8,710.0,170.12,0.74
2018-02-28 17:45:45.364130,8542.35,710.0,170.12,0.74
2018-02-28 17:45:55.616689,8542.35,711.18,170.0,0.74
2018-02-28 17:46:05.849155,8554.9,711.18,170.0,0.74
2018-02-28 17:46:16.262408,8542.4,711.18,170.0,0.74
2018-02-28 17:46:26.782230,8555.0,711.14,170.0,0.74
2018-02-28 17:46:37.073245,8555.0,711.14,170.0,0.74
2018-02-28 17:46:47.297141,8555.0,711.14,170.32,0.74
2018-02-28 17:46:57.947359,8571.22,711.14,170.32,0.74
2018-02-28 17:47:08.297044,8571.22,711.14,170.32,0.74
2018-02-28 17:47:18.909514,8571.22,711.14,170.32,0.74
2018-02-28 17:47:29.175169,8571.22,711.14,170.3,0.74
2018-02-28 17:47:39.488610,8571.22,712.1,170.3,0.74
2018-02-28 17:47:49.716547,8572.75,712.1,170.3,0.74
2018-02-28 17:48:00.046052,8571.22,712.1,169.63,0.74
2018-02-28 17:48:10.261084,8546.44,712.1,169.63,0.74
2018-02-28 17:48:20.584683,8546.44,712.1,169.63,0.74
2018-02-28 17:48:30.828156,8546.44,712.1,169.63,0.74
2018-02-28 17:48:41.294129,8546.44,712.1,169.63,0.74
2018-02-28 17:48:51.707962,8574.99,712.1,169.63,0.74
2018-02-28 17:49:02.299337,8574.99,712.1,169.67,0.74
2018-02-28 17:49:12.973099,8574.99,712.1,169.67,0.74
2018-02-28 17:49:23.379865,8574.99,712.1,169.67,0.74
2018-02-28 17:49:33.846544,8555.3,712.1,169.67,0.74
2018-02-28 17:49:44.038144,8555.3,712.1,170.26,0.74
2018-02-28 17:49:54.530533,8555.3,712.1,170.26,0.74
2018-02-28 17:50:04.938873,8555.3,712.1,170.26,0.74
2018-02-28 17:50:15.229395,8555.3,711.43,170.26,0.74
2018-02-28 17:50:25.833452,8555.3,711.43,170.26,0.74
2018-02-28 17:50:36.063336,8555.3,711.43,170.26,0.74
2018-02-28 17:50:46.657257,8550.0,711.43,170.19,0.74
2018-02-28 17:50:57.157488,8550.0,711.43,170.19,0.74
2018-02-28 17:51:07.608698,8556.65,711.43,170.19,0.74
2018-02-28 17:51:17.959597,8550.0,709.5,170.22,0.74
2018-02-28 17:51:28.392695,8550.0,709.5,170.22,0.7385
2018-02-28 17:51:39.131919,8545.36,709.5,169.6,0.74
2018-02-28 17:51:49.509305,8545.36,710.77,169.6,0.74
2018-02-28 17:51:59.848447,8545.36,710.77,169.6,0.74
2018-02-28 17:52:10.292252,8556.14,710.77,169.6,0.74
2018-02-28 17:52:20.515326,8556.14,710.77,169.6,0.74
2018-02-28 17:52:30.719224,8547.6,709.53,169.6,0.74
2018-02-28 17:52:41.011990,8547.6,709.53,169.6,0.74
2018-02-28 17:52:51.494199,8547.6,709.53,170.25,0.74
2018-02-28 17:53:02.021106,8547.6,709.53,170.2,0.74
2018-02-28 17:53:12.399087,8572.36,709.53,170.2,0.74
2018-02-28 17:53:23.013580,8572.36,709.53,170.2,0.74
2018-02-28 17:53:33.426462,8572.36,709.53,170.2,0.74
2018-02-28 17:53:43.772489,8572.36,709.53,170.2,0.74
2018-02-28 17:53:54.245430,8572.36,712.07,170.2,0.73854
2018-02-28 17:54:04.820388,8571.9,709.7,170.2,0.73854
2018-02-28 17:54:15.064831,8571.9,709.7,170.2,0.73854
2018-02-28 17:54:25.380999,8571.9,712.05,170.2,0.73854
2018-02-28 17:54:35.790962,8571.9,712.05,170.2,0.73854
2018-02-28 17:54:46.028708,8571.9,712.05,170.15,0.73854
2018-02-28 17:54:56.487994,8571.9,712.05,170.15,0.73854
2018-02-28 17:55:06.866815,8571.9,712.05,170.15,0.73854
2018-02-28 17:55:17.055488,8579.89,712.05,169.64,0.73854
2018-02-28 17:55:27.665880,8579.89,712.05,169.64,0.73854
2018-02-28 17:55:38.045253,8571.22,712.05,169.64,0.73854
2018-02-28 17:55:48.469802,8547.71,712.01,169.64,0.73854
2018-02-28 17:55:58.969755,8564.4,712.01,169.64,0.7385
2018-02-28 17:56:09.436298,8563.18,708.99,169.64,0.74193
2018-02-28 17:56:19.757519,8563.18,711.37,169.64,0.74193
2018-02-28 17:56:30.081321,8551.53,711.37,169.28,0.74185
2018-02-28 17:56:40.886036,8551.53,711.38,169.28,0.74185
2018-02-28 17:56:51.326938,8551.53,711.26,169.28,0.74185
2018-02-28 17:57:01.850474,8551.53,711.26,169.28,0.74185
2018-02-28 17:57:12.101517,8551.53,711.26,169.28,0.74185
2018-02-28 17:57:22.757953,8551.53,711.26,169.28,0.74185
2018-02-28 17:57:33.054291,8551.53,711.26,169.28,0.74185
2018-02-28 17:57:43.750791,8551.53,711.26,169.28,0.73863
2018-02-28 17:57:54.188825,8566.19,711.26,169.28,0.73863
2018-02-28 17:58:04.712506,8564.32,711.12,169.28,0.73863
2018-02-28 17:58:14.965242,8565.43,711.12,169.28,0.73863
2018-02-28 17:58:25.381454,8542.91,711.12,169.28,0.73863
2018-02-28 17:58:35.744234,8542.91,711.12,169.28,0.73863
2018-02-28 17:58:46.104092,8542.91,711.12,170.06,0.73863
2018-02-28 17:58:56.498678,8560.47,711.12,170.06,0.73863
2018-02-28 17:59:06.747739,8540.24,711.12,170.06,0.73863
2018-02-28 17:59:17.318360,8560.28,711.1,170.06,0.73863
2018-02-28 17:59:27.893906,8560.28,711.1,170.06,0.73863
2018-02-28 17:59:38.307397,8540.24,711.1,170.06,0.74
2018-02-28 17:59:48.665114,8540.24,711.1,170.06,0.74
2018-02-28 17:59:59.127665,8540.24,711.1,170.06,0.74
2018-02-28 18:00:09.513882,8540.24,711.1,169.79,0.7385
2018-02-28 18:00:20.169947,8540.24,708.56,169.79,0.7385
2018-02-28 18:00:30.765079,8537.87,708.56,169.79,0.7385
2018-02-28 18:00:41.099897,8541.31,708.56,169.79,0.7385
2018-02-28 18:00:51.508083,8538.75,708.5,169.79,0.7385
2018-02-28 18:01:02.089908,8538.75,708.6,169.79,0.7385
2018-02-28 18:01:12.468766,8566.69,710.54,169.79,0.7385
2018-02-28 18:01:23.047020,8561.39,710.63,169.79,0.7385
2018-02-28 18:01:33.537748,8561.39,710.63,169.79,0.7385
2018-02-28 18:01:43.935160,8561.39,710.63,169.79,0.7385
2018-02-28 18:01:54.268042,8561.39,710.63,169.79,0.7385
2018-02-28 18:02:04.688791,8564.68,710.63,169.79,0.7385
2018-02-28 18:02:15.041360,8564.5,710.09,170.22,0.7385
2018-02-28 18:02:25.514231,8564.5,710.09,170.22,0.7385
2018-02-28 18:02:35.978316,8564.69,710.09,170.22,0.7385
2018-02-28 18:02:46.693733,8564.69,710.09,170.22,0.7385
2018-02-28 18:02:57.008539,8564.69,710.09,170.22,0.7385
2018-02-28 18:03:07.764640,8564.69,710.09,170.22,0.7385
2018-02-28 18:03:18.061718,8564.69,710.09,170.22,0.7385
2018-02-28 18:03:28.372997,8564.69,710.09,170.22,0.74219
2018-02-28 18:03:38.755833,8564.69,710.09,170.22,0.74219
2018-02-28 18:03:49.120498,8568.09,710.09,170.22,0.74219
2018-02-28 18:03:59.544712,8568.09,710.09,169.95,0.74219
2018-02-28 18:04:09.893759,8568.18,710.09,169.95,0.74219
2018-02-28 18:04:20.320231,8568.18,710.09,169.48,0.74219
2018-02-28 18:04:30.799475,8568.18,710.09,169.48,0.74219
2018-02-28 18:04:41.020704,8568.18,709.0,169.48,0.74219
2018-02-28 18:04:51.336409,8564.69,710.13,169.48,0.74219
2018-02-28 18:05:01.598733,8564.68,710.13,170.06,0.74219
2018-02-28 18:05:11.807108,8564.68,710.13,170.06,0.74219
2018-02-28 18:05:22.352587,8564.69,710.38,170.06,0.74219
2018-02-28 18:05:32.647039,8564.69,710.38,170.06,0.74219
2018-02-28 18:05:43.062791,8564.69,710.38,170.06,0.74219
2018-02-28 18:05:53.473133,8564.69,710.38,170.06,0.74219
2018-02-28 18:06:03.832615,8564.69,710.38,170.06,0.74219
2018-02-28 18:06:14.112423,8564.69,710.71,170.06,0.74219
2018-02-28 18:06:24.340250,8564.69,710.71,170.06,0.74219
2018-02-28 18:06:34.623472,8564.69,710.71,170.06,0.74219
2018-02-28 18:06:44.854646,8564.69,710.71,170.06,0.74219
2018-02-28 18:06:55.099638,8564.69,710.71,170.06,0.74219
2018-02-28 18:07:05.598154,8552.62,710.71,170.06,0.74219
2018-02-28 18:07:15.931187,8564.69,709.01,170.06,0.74
2018-02-28 18:07:26.223788,8553.0,709.01,170.06,0.74
2018-02-28 18:07:36.608032,8553.0,709.01,170.06,0.74
2018-02-28 18:07:47.104700,8560.0,708.4,170.06,0.74
