,strategy,min_gain,pct_gap,period
2018-02-09 08:00:00,-3.55132931944496,0.0025,0.01,H
2018-02-09 09:00:00,-5.550073370177785,0.0025,0.01,H
2018-02-09 10:00:00,-13.425850725440412,0.0025,0.01,H
2018-02-09 11:00:00,-8.534036574888702,0.0025,0.01,H
2018-02-09 12:00:00,-7.911480827324112,0.0025,0.01,H
2018-02-09 13:00:00,-8.304415219057816,0.0025,0.01,H
2018-02-09 14:00:00,-13.221908975443881,0.0025,0.01,H
2018-02-09 15:00:00,-11.240570716226514,0.0025,0.01,H
2018-02-09 16:00:00,-13.02785854429402,0.0025,0.01,H
2018-02-09 17:00:00,-13.674395067200663,0.0025,0.01,H
2018-02-09 18:00:00,-13.296301035539486,0.0025,0.01,H
2018-02-09 19:00:00,-15.006209791051973,0.0025,0.01,H
2018-02-09 20:00:00,-13.074433768882471,0.0025,0.01,H
2018-02-09 21:00:00,-12.864381348323803,0.0025,0.01,H
2018-02-09 22:00:00,-13.264531857546245,0.0025,0.01,H
2018-02-09 23:00:00,-13.668399828151749,0.0025,0.01,H
2018-02-10 00:00:00,-17.57941877040929,0.0025,0.01,H
2018-02-10 01:00:00,-16.109301234958167,0.0025,0.01,H
2018-02-10 02:00:00,-17.647006315671135,0.0025,0.01,H
2018-02-10 03:00:00,-18.878414204147873,0.0025,0.01,H
2018-02-10 04:00:00,-16.14335579631532,0.0025,0.01,H
2018-02-10 05:00:00,-16.629991154659052,0.0025,0.01,H
2018-02-10 06:00:00,-17.524960196357284,0.0025,0.01,H
2018-02-10 07:00:00,-17.64109320213622,0.0025,0.01,H
2018-02-10 08:00:00,-6.229577254574622,0.0025,0.01,H
2018-02-10 09:00:00,-13.810399395195859,0.0025,0.01,H
2018-02-10 10:00:00,-5.817230024173398,0.0025,0.01,H
2018-02-10 11:00:00,-11.576572057429914,0.0025,0.01,H
2018-02-10 12:00:00,-11.356000206053807,0.0025,0.01,H
2018-02-10 13:00:00,-7.67550805846389,0.0025,0.01,H
2018-02-10 14:00:00,-11.153804025300303,0.0025,0.01,H
2018-02-10 15:00:00,-13.152777853573355,0.0025,0.01,H
2018-02-10 16:00:00,-5.725273725336194,0.0025,0.01,H
2018-02-10 17:00:00,-11.199223697752132,0.0025,0.01,H
2018-02-10 18:00:00,-6.255491078527726,0.0025,0.01,H
2018-02-10 19:00:00,-8.253393011673168,0.0025,0.01,H
2018-02-10 20:00:00,-7.788164673393354,0.0025,0.01,H
2018-02-10 21:00:00,-3.801590803682302,0.0025,0.01,H
2018-02-10 22:00:00,-6.158144581822754,0.0025,0.01,H
2018-02-10 23:00:00,-6.4553323013209365,0.0025,0.01,H
2018-02-11 00:00:00,-4.798884200170534,0.0025,0.01,H
2018-02-11 01:00:00,-3.422501693811867,0.0025,0.01,H
2018-02-11 02:00:00,-2.7524772141180875,0.0025,0.01,H
2018-02-11 03:00:00,-2.6675042474216326,0.0025,0.01,H
2018-02-11 04:00:00,-2.2915528810579247,0.0025,0.01,H
2018-02-11 05:00:00,-2.815472951727685,0.0025,0.01,H
2018-02-11 06:00:00,-2.3913194600950476,0.0025,0.01,H
2018-02-11 07:00:00,-1.4444795156806265,0.0025,0.01,H
2018-02-11 08:00:00,1.7721438789388912,0.0025,0.01,H
2018-02-11 09:00:00,0.055665021050970154,0.0025,0.01,H
2018-02-11 10:00:00,-0.697941657003426,0.0025,0.01,H
2018-02-11 11:00:00,-2.9780672236185097,0.0025,0.01,H
2018-02-11 12:00:00,-2.7574281397407674,0.0025,0.01,H
2018-02-11 13:00:00,-4.070838689921359,0.0025,0.01,H
2018-02-11 14:00:00,-5.529522896113633,0.0025,0.01,H
2018-02-11 15:00:00,-6.819857130027202,0.0025,0.01,H
2018-02-11 16:00:00,-4.196309675455851,0.0025,0.01,H
2018-02-11 17:00:00,-3.2342814028149434,0.0025,0.01,H
2018-02-11 18:00:00,-10.369098638145815,0.0025,0.01,H
2018-02-11 19:00:00,-3.968999920755607,0.0025,0.01,H
2018-02-11 20:00:00,-10.298228018011912,0.0025,0.01,H
2018-02-11 21:00:00,-4.473695741175661,0.0025,0.01,H
2018-02-11 22:00:00,-3.9280865078602574,0.0025,0.01,H
2018-02-11 23:00:00,-6.559202874796625,0.0025,0.01,H
2018-02-12 00:00:00,-1.2271486014133188,0.0025,0.01,H
2018-02-12 01:00:00,-11.203975290491712,0.0025,0.01,H
2018-02-12 02:00:00,-10.331851987947715,0.0025,0.01,H
2018-02-12 03:00:00,-10.128740438903918,0.0025,0.01,H
2018-02-12 04:00:00,-10.127045742002224,0.0025,0.01,H
2018-02-12 05:00:00,-2.5473644053047053,0.0025,0.01,H
2018-02-12 06:00:00,-3.0341469676557296,0.0025,0.01,H
2018-02-12 07:00:00,-8.700906856258044,0.0025,0.01,H
2018-02-12 08:00:00,-10.994223542618371,0.0025,0.01,H
2018-02-12 09:00:00,-5.758255470090631,0.0025,0.01,H
2018-02-12 10:00:00,-10.920745736211686,0.0025,0.01,H
2018-02-12 11:00:00,-4.882535457309771,0.0025,0.01,H
